timestamp,Weth supply rate,USDC borrow rate,(USDC borrow rate / 3) - Weth supply rate
2024-01-20 10:00:00,0.0,0.1297659396473854,0.04325531321579513
2024-01-20 11:00:00,0.0032566863565267,0.1303707683004289,0.04020023641028293
2024-01-20 12:00:00,0.0032517187444504,0.1306787157036334,0.040307853156760734
2024-01-20 13:00:00,0.0032359062716958,0.1309849588119102,0.040425746665607595
2024-01-20 14:00:00,0.00326699894981,0.1316004265871777,0.04059980991258256
2024-01-20 15:00:00,0.0032620153406799,0.1319082822069498,0.0407074120616367
2024-01-20 16:00:00,0.0032570431778811,0.1322171247883346,0.04081533175156377
2024-01-20 17:00:00,0.003247133222236,0.1328433088728306,0.0410339697353742
2024-01-20 18:00:00,0.0032421953974126,0.133156522838921,0.04114331221556106
2024-01-20 19:00:00,0.0032373120144089,0.1334707359053061,0.0412529332873598
2024-01-20 20:00:00,0.0032275148208893,0.1341063661619111,0.041474607233081065
2024-01-20 21:00:00,0.0032226226508088,0.1344264056514506,0.041586179233008065
2024-01-20 22:00:00,0.0032177632177336,0.1347474651588396,0.0416980585018796
2024-01-20 23:00:00,0.0032081419912314,0.1353841314834256,0.04191990183657713
2024-01-21 00:00:00,0.0032033587469678,0.1357053812414299,0.04203176833350883
2024-01-21 01:00:00,0.0031985233563128,0.1360262082973472,0.04214354607613627
2024-01-21 02:00:00,0.0031888869389574,0.136675165750592,0.04236950164457327
2024-01-21 03:00:00,0.0031841487418461,0.1370033247411451,0.04248362617186893
2024-01-21 04:00:00,0.0031794217030796,0.1373281719829342,0.04259663562456513
2024-01-21 05:00:00,0.0031746849426631,0.1379823236466343,0.04281942293954833
2024-01-21 06:00:00,0.0031652036748802,0.1383130978839342,0.0429391622864312
2024-01-21 07:00:00,0.0031602731815112,0.1386419651609682,0.043053715205478196
2024-01-21 08:00:00,0.0031554582136175,0.1393056571145205,0.043279760824556
2024-01-21 09:00:00,0.0031459665613909,0.1396419788067651,0.0434013597075308
2024-01-21 10:00:00,0.0031411459362204,0.1399778518974416,0.04351813802959347
2024-01-21 11:00:00,0.0031364191000847,0.1406482009574221,0.04374631455238933
2024-01-21 12:00:00,0.0031269597054981,0.1409871377694295,0.04386875288431173
2024-01-21 13:00:00,0.0082898318925987,0.1413256024322376,0.0388187022514805
2024-01-21 14:00:00,0.0082821433355863,0.1420040813930598,0.0390525504621003
2024-01-21 15:00:00,0.0082744988441722,0.1423440885671772,0.0391735306782202
2024-01-21 16:00:00,0.0082591419589943,0.1426866264998481,0.039303066874288396
2024-01-21 17:00:00,0.0082513966253863,0.1433732444156351,0.03953968484649206
2024-01-21 18:00:00,0.0082436954840868,0.1437510144715158,0.0396733093397518
2024-01-21 19:00:00,0.0082284252020537,0.1441438418814185,0.03981952209175246
2024-01-21 20:00:00,0.0082208557731654,0.1445071462062698,0.03994819296225787
2024-01-21 21:00:00,0.0082133959349355,0.1448715709016676,0.0400771276989537
2024-01-21 22:00:00,0.0081983099478266,0.1455960049457983,0.040333691700772833
2024-01-21 23:00:00,0.0081905858749941,0.1459590903905005,0.04046244425517274
2024-01-22 00:00:00,0.0081831353538336,0.1463232716005886,0.04059128851302927
2024-01-22 01:00:00,0.0081756297890294,0.1470391786894902,0.040837429774134
2024-01-22 02:00:00,0.0081606832085917,0.1474018681592424,0.040973272844489095
2024-01-22 03:00:00,0.0081531442691961,0.1477624614661871,0.04110100955286626
2024-01-22 04:00:00,0.0081456161321695,0.1484868106767329,0.041349987426741466
2024-01-22 05:00:00,0.008130722263417,0.1488505684326205,0.04148613388078984
2024-01-22 06:00:00,0.0081232588319346,0.1498973782118154,0.0418425339053372
2024-01-22 07:00:00,0.0081157413776177,0.1506182464047449,0.04209034075729726
2024-01-22 08:00:00,0.0081008683921351,0.1509795840988244,0.042225659640806365
2024-01-22 09:00:00,0.0080935124452959,0.1513441896247715,0.04235455076296127
2024-01-22 10:00:00,0.0080861992474526,0.1520768002484399,0.04260606750202736
2024-01-22 11:00:00,0.0080716362741128,0.1524431617292345,0.04274275096896536
2024-01-22 12:00:00,0.0080643864341209,0.1528210088518984,0.04287594984984523
2024-01-22 13:00:00,0.0080571469462576,0.1532005960210406,0.04300971839408927
2024-01-22 14:00:00,0.0078105508013483,0.1539666594170874,0.0435116690043475
2024-01-22 15:00:00,0.0078033471432559,0.1543448059698978,0.0436449215133767
2024-01-22 16:00:00,0.0077962476540301,0.1547296702571338,0.04378030909834783
2024-01-22 17:00:00,0.0077819527504035,0.1554995239324591,0.04405122189374954
2024-01-22 18:00:00,0.0077748514414572,0.1558827721421115,0.0441860726059133
2024-01-22 19:00:00,0.0077677287621808,0.1562711125609314,0.044322642091463
2024-01-22 20:00:00,0.0077605536314669,0.1570598122456151,0.04459271711707147
2024-01-22 21:00:00,0.0077461714887698,0.1574533167983775,0.044738267444022706
2024-01-22 22:00:00,0.0077390578152718,0.1578502732705146,0.044877699941566394
2024-01-22 23:00:00,0.0077320161097574,0.1586546394434072,0.04515286370471167
2024-01-23 00:00:00,0.0077177149668497,0.159055058101271,0.04530063773357396
2024-01-23 01:00:00,0.0077106413770746,0.1594518957951816,0.0454399905546526
2024-01-23 02:00:00,0.0077036394349057,0.1602577367192134,0.04571560613816543
2024-01-23 03:00:00,0.0076896958532266,0.1606596433409687,0.04586351859376296
2024-01-23 04:00:00,0.0076826619923094,0.1610686257393893,0.046006879920820365
2024-01-23 05:00:00,0.0076756688246276,0.1614829483623177,0.0461519806294783
2024-01-23 06:00:00,0.0076615899395484,0.1623077797032574,0.046441003294870734
2024-01-23 07:00:00,0.007654565649147,0.1627255277944855,0.046587276949014836
2024-01-23 08:00:00,0.0076476428722291,0.1631431925924845,0.046733421325265735
2024-01-23 09:00:00,0.0076405473397906,0.1639929950237867,0.04702378433480496
2024-01-23 10:00:00,0.0076267211555945,0.1644140607159926,0.047177965749736366
2024-01-23 11:00:00,0.0076198380043601,0.1648349889658476,0.04732515831758911
2024-01-23 12:00:00,0.0076129647189543,0.1656801117139948,0.047613739185710637
2024-01-23 13:00:00,0.0075990967469469,0.1661080727274609,0.047770260828873395
2024-01-23 14:00:00,0.0075922832772798,0.1665415633751862,0.0479215711811156
2024-01-23 15:00:00,0.0075855096362564,0.1674042907723131,0.0482159206211813
2024-01-23 16:00:00,0.0050575007366861,0.1678392140544443,0.050888903948128665
2024-01-23 17:00:00,0.0050515857411241,0.1682778079788963,0.051041016918508
2024-01-23 18:00:00,0.0051924329127287,0.1691563932247345,0.05119303149551613
2024-01-23 19:00:00,0.0051804223301497,0.1695983079125704,0.05135234697404044
2024-01-23 20:00:00,0.0051744982425813,0.1700498070277085,0.05150877076665487
2024-01-23 21:00:00,0.0051685320619619,0.1709483805594222,0.0518142614578455
2024-01-23 22:00:00,0.0051565528296074,0.1713953814190223,0.05197524097673337
2024-01-23 23:00:00,0.00515056602473,0.1718540725099667,0.05213412481192557
2024-01-24 00:00:00,0.0051446676936026,0.1723045991005693,0.05229019867325384
2024-01-24 01:00:00,0.0051328244442219,0.1732149192737203,0.05260548198035153
2024-01-24 02:00:00,0.0051269830511508,0.1736747479105142,0.05276459958568727
2024-01-24 03:00:00,0.0051210487866581,0.1741302742298157,0.052922375956613796
2024-01-24 04:00:00,0.0051152023270572,0.175050632699946,0.0532350085729248
2024-01-24 05:00:00,3.964021314048669e-05,0.1755154997428208,0.05846552636779978
2024-01-24 06:00:00,3.955550409032251e-05,0.1759883210684516,0.058623218185393546
2024-01-24 07:00:00,3.947073197284418e-05,0.1769311382459191,0.058937575350000194
2024-01-24 08:00:00,3.9046966104937056e-05,0.1774073250644927,0.05909672805539262
2024-01-24 09:00:00,3.8963613205859895e-05,0.1778790530194229,0.059254054059935106
2024-01-24 10:00:00,3.7976025374996094e-05,0.1788320341053478,0.059572702009740935
2024-01-24 11:00:00,3.781341959732877e-05,0.1793090931197541,0.05973188428698737
2024-01-24 12:00:00,3.773287361096833e-05,0.1797879277786634,0.0598915763859435
2024-01-24 13:00:00,3.765257992859458e-05,0.1807530710573888,0.06021337110586767
2024-01-24 14:00:00,4.201857522780085e-07,0.1812372530442634,0.06041199749566886
2024-01-24 15:00:00,4.192712078941483e-07,0.181727527256163,0.06057542314751311
2024-01-24 16:00:00,4.183881995243183e-07,0.1827026802402865,0.06090047502522931
2024-01-24 17:00:00,4.165906467738594e-07,0.1831961956508638,0.06106498195964117
2024-01-24 18:00:00,4.157076384063964e-07,0.1836915192988352,0.061230090725306656
2024-01-24 19:00:00,4.1482463003971305e-07,0.1860811069098845,0.062026620811998126
2024-01-24 20:00:00,4.130270772956598e-07,0.1865729235237643,0.06219056148084414
2024-01-24 21:00:00,4.121440689313434e-07,0.1870734377189672,0.062357400428920136
2024-01-24 22:00:00,4.112610605678068e-07,0.188072064137895,0.06269027678490444
2024-01-24 23:00:00,4.095265798559869e-07,0.1885723343444293,0.06285703525489658
2024-01-25 00:00:00,4.08675107507649e-07,0.1890970893451061,0.06303195443992786
2024-01-25 01:00:00,4.077920991471754e-07,0.1901128805483744,0.06337055239069232
2024-01-25 02:00:00,3.886182035120345e-07,0.1906443741560656,0.06354773610048503
2024-01-25 03:00:00,3.8776673118149945e-07,0.1911576922901106,0.06371884299663902
2024-01-25 04:00:00,3.8694679486389173e-07,0.1916708646424197,0.06388990126734503
2024-01-25 05:00:00,3.852753862185426e-07,0.1927151043505165,0.06423798284145261
2024-01-25 06:00:00,3.844554499029775e-07,0.193234701705888,0.06441118277984609
2024-01-25 07:00:00,3.836355135880848e-07,0.1937726960443184,0.06459051504592588
2024-01-25 08:00:00,1.874815375746613e-07,0.1948250325641204,0.06494149003983589
2024-01-25 09:00:00,0.0692280312596231,0.1953603034118099,-0.004107930122353123
2024-01-25 10:00:00,0.0151931188536995,0.1958954114238707,0.050105351620924075
2024-01-25 11:00:00,0.0143247961950385,0.1969721780419162,0.051332596485600235
2024-01-25 12:00:00,0.0105489279650024,0.1975114511497398,0.0552882224182442
2024-01-25 13:00:00,0.0103683529464302,0.1980504952474875,0.05564847880273229
2024-01-25 14:00:00,0.0140617304251248,0.1991374713916955,0.052317426705440366
2024-01-25 15:00:00,0.0139147001463921,0.199685428158997,0.05264710923994024
2024-01-25 16:00:00,0.0139131089849724,0.2002380063116669,0.05283289311891656
2024-01-25 17:00:00,0.0139115319588732,0.2013424043522985,0.0532026028252263
2024-01-25 18:00:00,0.0139083786814242,0.2018991078634243,0.05339132393971723
2024-01-25 19:00:00,0.0139068094005272,0.2024654389751509,0.05358167025785643
2024-01-25 20:00:00,0.0133289088717976,0.2035923817013053,0.05453521836197083
2024-01-25 21:00:00,0.0129798792741081,0.2041654378852146,0.0550752666876301
2024-01-25 22:00:00,0.0129774139918332,0.2047332067791767,0.05526698826789237
2024-01-25 23:00:00,0.0133690767426593,0.2058728343717983,0.05525520138127346
2024-01-26 00:00:00,0.055265670582088,0.2064497725978792,0.013550920283871733
2024-01-26 01:00:00,0.055350358490879,0.2070263907598207,0.013658438429061233
2024-01-26 02:00:00,0.0373455263181823,0.2081862888215218,0.032049903288991634
2024-01-26 03:00:00,0.0373721432034499,0.2087695745904427,0.03221771499336434
2024-01-26 04:00:00,0.0374076966310806,0.2093524929981367,0.03237646770163164
2024-01-26 05:00:00,0.0153346587100307,0.2105458923537174,0.054847305407875094
2024-01-26 06:00:00,0.015260586291193,0.2111381591942516,0.055118800106890874
2024-01-26 07:00:00,0.0215690916687838,0.2117326665108244,0.04900846383482432
2024-01-26 08:00:00,0.018727749217879,0.0748070491515392,0.006207933832634065
2024-01-26 09:00:00,0.0179127473129038,0.0748069731247987,0.007022910395362434
2024-01-26 10:00:00,0.0176381567895986,0.0748068990300849,0.0072974762204296995
2024-01-26 11:00:00,0.0176398599260368,0.0748068243252642,0.007295748182384598
2024-01-26 12:00:00,0.0165620052133904,0.0748066749156385,0.008373553091822434
2024-01-26 13:00:00,0.0165627777866411,0.0748066005158893,0.008372755718655336
2024-01-26 14:00:00,0.0164789150360867,0.0748065264550963,0.008456593782278737
2024-01-26 15:00:00,0.0328054867028458,0.0748063773505678,-0.007870027585989862
2024-01-26 16:00:00,0.0327470567821462,0.0748063019678816,-0.007811622792852333
2024-01-26 17:00:00,0.0327712937894829,0.0748062272631025,-0.007835884701782068
2024-01-26 18:00:00,0.032716742824353,0.0748060778196646,-0.00778138355113147
2024-01-26 19:00:00,0.032764964843253,0.0748060028098453,-0.007829630573304571
2024-01-26 20:00:00,0.0327888503842095,0.0748059277661361,-0.007853541128830802
2024-01-26 21:00:00,0.0328127620782204,0.0748057786277957,-0.007877502535621833
2024-01-26 22:00:00,0.0328613032617535,0.0748057039230529,-0.00792606862073587
2024-01-26 23:00:00,0.0330495395618252,0.0748056292183153,-0.00811432982238677
2024-01-27 00:00:00,0.0326581288791422,0.0748054804528619,-0.007722968728188232
2024-01-27 01:00:00,0.0327047890292609,0.0748054057481399,-0.0077696537798809286
2024-01-27 02:00:00,0.0244035997905715,0.074805329382565,0.0005315100036168349
2024-01-27 03:00:00,0.0238290758788242,0.0748051809222087,0.0011059844285787011
2024-01-27 04:00:00,0.0238453706893014,0.074805106556458,0.0010896648295179341
2024-01-27 05:00:00,0.0238535422949675,0.0748050318517619,0.001081468322286467
2024-01-27 06:00:00,0.0238617542296176,0.0748048824084903,0.0010732065732124985
2024-01-27 07:00:00,0.0235313426564868,0.0748048080427603,0.0014035933577666339
2024-01-27 08:00:00,0.0121699885676117,0.074804733338085,0.0127649225450833
2024-01-27 09:00:00,0.0121662064622734,0.0748045838948549,0.012768654836011568
2024-01-27 10:00:00,0.0121586974826983,0.0748045091901951,0.012776138914033402
2024-01-27 11:00:00,0.0121404618493585,0.0748044341465902,0.012794349532838234
2024-01-27 12:00:00,0.0121367056446948,0.0748042847372968,0.012798055934404135
2024-01-27 13:00:00,0.0125571702401327,0.0748042100326578,0.0123775664374199
2024-01-27 14:00:00,0.0125390355794297,0.0748041359720295,0.0123956764112468
2024-01-27 15:00:00,0.0125356247974379,0.0748039872067828,0.012399037604823032
2024-01-27 16:00:00,0.0125156303664533,0.0748039128411147,0.012419007247251602
2024-01-27 17:00:00,0.0124962095389388,0.0748038377975515,0.012438403060245034
2024-01-27 18:00:00,0.0124928086079202,0.0748037630590486,0.01244177907842933
2024-01-27 19:00:00,0.0124859655588361,0.0748036126668932,0.012448571996794965
2024-01-27 20:00:00,0.0154192459927721,0.0748035366403958,0.009515266220693165
2024-01-27 21:00:00,0.0154187890352056,0.0748034605800088,0.009515697824797333
2024-01-27 22:00:00,0.0154183341592899,0.0748033105268457,0.009516102682992002
2024-01-27 23:00:00,0.0154174163704965,0.0748032351443746,0.009516995344295036
2024-01-28 00:00:00,0.0154169595098199,0.0748031607787585,0.00951742741643293
2024-01-28 01:00:00,0.0154165027133932,0.0748030097087876,0.009517833856202668
2024-01-28 02:00:00,0.0154155831009929,0.0748029353092922,0.00951872866877117
2024-01-28 03:00:00,0.0154095414366689,0.0748028609436969,0.0095247455445634
2024-01-28 04:00:00,0.0154090849637987,0.0748027105516677,0.009525151886757201
2024-01-28 05:00:00,0.0154081578009451,0.0748026351692387,0.009526053922134466
2024-01-28 06:00:00,0.0154077013927407,0.0748025604647144,0.009526485428830764
2024-01-28 07:00:00,0.0154072429673629,0.074802411394631,0.009526894164180764
2024-01-28 08:00:00,0.0153914219108885,0.074802336995177,0.009542690420837165
2024-01-28 09:00:00,0.0153808285878892,0.0748022629346777,0.009553259057003367
2024-01-28 10:00:00,0.0153803408433757,0.0748021138646357,0.009553697111502868
2024-01-28 11:00:00,0.0153793697099079,0.0748020384822485,0.009554643117508269
2024-01-28 12:00:00,0.0153788863209496,0.0748019634388161,0.009555101491989097
2024-01-28 13:00:00,0.0144826071596897,0.0748018137248116,0.010451330748580831
2024-01-28 14:00:00,0.0144796295692906,0.0748017373594919,0.010454282883873367
2024-01-28 15:00:00,0.0144089689494624,0.0748016629939795,0.010524918715197432
2024-01-28 16:00:00,0.0144074113060313,0.0748015886284722,0.010526451570126098
2024-01-28 17:00:00,0.0144042967941105,0.0748014405075819,0.0105295167084168
2024-01-28 18:00:00,0.0144027468035125,0.07480136614209,0.0105310419105175
2024-01-28 19:00:00,0.0144011694956899,0.0748012914376539,0.010532594316861401
2024-01-28 20:00:00,0.014258348849737,0.0748011419949024,0.0106753651485638
2024-01-28 21:00:00,0.0142474840858706,0.0748010676294312,0.0106862051239398
2024-01-28 22:00:00,0.0142457866589458,0.0748009932639651,0.010687877762375897
2024-01-28 23:00:00,0.0142424002257126,0.0748008451431569,0.010691214822006363
2024-01-29 00:00:00,0.0142406961863814,0.074800770438757,0.010692893959870935
2024-01-29 01:00:00,0.0142389999862483,0.0748006960733115,0.010694565371522198
2024-01-29 02:00:00,0.0142356084580854,0.0748005453426361,0.010697906656126632
2024-01-29 03:00:00,0.0142338906766667,0.0748004703332029,0.010699599434400934
2024-01-29 04:00:00,0.0142321957033384,0.0748003962728323,0.010701269720939035
2024-01-29 05:00:00,0.0142287991443428,0.0748002478470522,0.010704616804674603
2024-01-29 06:00:00,0.0482503555020736,0.0748001737866969,-0.0233169642398413
2024-01-29 07:00:00,0.0483150132815049,0.0748000993873978,-0.023381646819038964
2024-01-29 08:00:00,0.0484461649333663,0.074799949334704,-0.023512848488464966
2024-01-29 09:00:00,0.0485115069862702,0.0747998749693152,-0.0235782153298318
2024-01-29 10:00:00,0.0485769808197843,0.0747998005700368,-0.02364371396310537
2024-01-29 11:00:00,0.049066917433675,0.0747996518392851,-0.024133700153913303
2024-01-29 12:00:00,0.0380372729013481,0.0747995768299142,-0.01310408062471003
2024-01-29 13:00:00,0.0380718651592099,0.0747995017527588,-0.013138697908290298
2024-01-29 14:00:00,0.0381066580735646,0.0747993526830997,-0.013173540512531366
2024-01-29 15:00:00,0.0268285101420378,0.0747992776737498,-0.0018954175841211993
2024-01-29 16:00:00,0.0268405153119108,0.0747992026305102,-0.0019074477684074033
2024-01-29 17:00:00,0.0268525819875901,0.0747990545438436,-0.0019195638063089007
2024-01-29 18:00:00,0.0268766862952853,0.0747989805174654,-0.0019436927894634984
2024-01-29 19:00:00,0.0268887774249208,0.0747989051352979,-0.001955809046488167
2024-01-29 20:00:00,0.0269008230997675,0.0747987550827708,-0.001967904738843902
2024-01-29 21:00:00,0.023771250323533,0.0747986806835699,0.0011616432376569674
2024-01-29 22:00:00,0.0237788390614409,0.0747986059793205,0.0011540295983325996
2024-01-29 23:00:00,0.0160780930352426,0.0747985306310741,0.008854750508448767
2024-01-30 00:00:00,0.0237319604743847,0.0747983802396509,0.0012008329388322643
2024-01-30 01:00:00,0.023739347238864,0.0747983061794243,0.0011934214876107678
2024-01-30 02:00:00,0.0237467374142699,0.0747982314752009,0.0011860064107970664
2024-01-30 03:00:00,0.0237615939248277,0.0747980801008694,0.001171099442128766
2024-01-30 04:00:00,0.0237691590549661,0.0747980060745583,0.0011635096365533344
2024-01-30 05:00:00,0.0231677431498128,0.0747979313703557,0.00176490064030577
2024-01-30 06:00:00,0.0231809652563479,0.0747977832499695,0.0017516291603086008
2024-01-30 07:00:00,0.0231876391012129,0.0747977085796773,0.0017449304253462014
2024-01-30 08:00:00,0.023194286627098,0.0747976345194969,0.0017382582127343019
2024-01-30 09:00:00,0.0232075901012767,0.0747974854500968,0.0017249050487555678
2024-01-30 10:00:00,0.0232141875476432,0.0747974114238267,0.0017182829269657036
2024-01-30 11:00:00,0.0232208170789619,0.0747973364146122,0.0017116283925754996
2024-01-30 12:00:00,0.0227395452748755,0.0747971879553599,0.002192850710244467
2024-01-30 13:00:00,0.0227484470764027,0.0747971135901622,0.00218392412031803
2024-01-30 14:00:00,0.0227544151330176,0.0747970388860217,0.002177931162322965
2024-01-30 15:00:00,0.0204014765113139,0.0747968898167042,0.004530820094254165
2024-01-30 16:00:00,0.0204048500101143,0.074796815146474,0.004527421705377035
2024-01-30 17:00:00,0.0204082094575852,0.0747967401034064,0.004524037243550265
2024-01-30 18:00:00,0.0204149309279124,0.0747965903562346,0.00451726585749913
2024-01-30 19:00:00,0.0204183078179046,0.0747965156521305,0.004513864066138899
2024-01-30 20:00:00,0.020421655724876,0.0747964413208741,0.004510491382082031
2024-01-30 21:00:00,0.0204283540818292,0.0747962928956402,0.004503743550050867
2024-01-30 22:00:00,0.0204317342986372,0.074796217852609,0.004500338318899132
2024-01-30 23:00:00,0.0204351152989729,0.0747961438264262,0.004496932643169169
2024-01-31 00:00:00,0.0204418203091321,0.0747959954012334,0.004490178157945699
2024-01-31 01:00:00,0.0204451740214211,0.0747959210361182,0.004486799657284962
2024-01-31 02:00:00,0.0204485583809159,0.0747958453491125,0.004483390068788267
2024-01-31 03:00:00,0.0204552998118428,0.0747956959410129,0.004476598835161501
2024-01-31 04:00:00,0.0204586717829829,0.0747956212708657,0.004473201973972333
2024-01-31 05:00:00,0.0204620445697976,0.0747955461939867,0.004469804161531303
2024-01-31 06:00:00,0.0204688224871002,0.0747953968198235,0.0044629764528409666
2024-01-31 07:00:00,0.0204721828853628,0.0747953224886445,0.004459591277518701
2024-01-31 08:00:00,0.0204755589671874,0.0747952457848386,0.004456189627758796
2024-01-31 09:00:00,0.020482283841886,0.0747951714197753,0.00444943996470577
2024-01-31 10:00:00,0.0204856624673269,0.0747950217067169,0.004446011434912064
2024-01-31 11:00:00,0.0204890419406895,0.0747949466637744,0.004442606947235299
2024-01-31 12:00:00,0.0204958033024837,0.0747948726376791,0.004435820910076001
2024-01-31 13:00:00,0.0204992451468602,0.0747947235686621,0.0044323293760271665
2024-01-31 14:00:00,0.0203430365996726,0.0747946481867932,0.004588512795925131
2024-01-31 15:00:00,0.0210285437867595,0.0747945718558774,0.003902980165199632
2024-01-31 16:00:00,0.021036182904139,0.0747944228207968,0.0038952913694599335
2024-01-31 17:00:00,0.0210400040781376,0.0747943480829486,0.003891445282845265
2024-01-31 18:00:00,0.0210438770112565,0.0747942737179474,0.003887547561392632
2024-01-31 19:00:00,0.0166115940080002,0.0747941249879605,0.008319780987986629
2024-01-31 20:00:00,0.0166115402115512,0.0747940509619218,0.008319810109089401
2024-01-31 21:00:00,0.0166114866715838,0.0747939765969412,0.008319838860729935
2024-01-31 22:00:00,0.016611378373383,0.0747938265451022,0.008319897141651062
2024-01-31 23:00:00,0.0166113248013644,0.0747937511971909,0.008319925597699233
2024-02-01 00:00:00,0.0166112714537675,0.0747936764932841,0.008319954043993865
2024-02-01 01:00:00,0.016611164149445,0.074793527085486,0.008320011545717002
2024-02-01 02:00:00,0.0166111105774376,0.0747934520765426,0.008320040114743268
2024-02-01 03:00:00,0.016611057005433,0.0747933757457118,0.008320068243137597
2024-02-01 04:00:00,0.0166109501499709,0.0747932259990088,0.008320125183032032
2024-02-01 05:00:00,0.0669766483749625,0.0747931500071407,-0.042045598372582274
2024-02-01 06:00:00,0.0671046156520244,0.0747930753032757,-0.042173590550932505
2024-02-01 07:00:00,0.06736165803157,0.0747930006333105,-0.0424306578204665
2024-02-01 08:00:00,0.0503432318921987,0.0747928515645531,-0.025412281370680998
2024-02-01 09:00:00,0.0504494499852683,0.0747927771996555,-0.025518524252049795
2024-02-01 10:00:00,0.0,0.074792702529711,0.024930900843237
2024-02-01 11:00:00,0.016204208002586,0.0747925521391033,0.008726642710448432
2024-02-01 12:00:00,0.0157369950533473,0.0747924767912814,0.0091938305437465
2024-02-01 13:00:00,0.0289230811930489,0.0747924020535685,-0.003992280508526066
2024-02-01 14:00:00,0.0289368394169788,0.0747922516968975,-0.0040060888513463
2024-02-01 15:00:00,0.0289507288538905,0.0747921760440448,-0.004020003505875565
2024-02-01 16:00:00,0.0289782339915069,0.0747921016452993,-0.004047533443073799
